Episode,Reward
314,-601.3378366886774
315,-614.2523704623638
316,-676.8970428398862
317,-705.7286246859272
318,-606.5219416809229
319,-702.2643614426192
320,-661.6935134065975
321,-761.8235034154984
322,-731.1153049111488
323,-653.6096273249497
324,-644.5066986937809
325,-643.4781099675864
326,-677.0869568379674
327,-850.6480827238664
328,-642.0340416115855
329,-705.4480260844988
330,-795.5591174404664
331,-563.2704052030242
332,-628.6776424170188
333,-665.6603356653659
334,-724.6498200073675
335,-998.1704933708535
336,-652.5963932839869
337,-733.4869607747519
338,-656.4729406560159
339,-688.0775721832449
340,-799.2420042624753
341,-646.3607360508051
342,-766.8690140766682
343,-642.7134378905859
344,-668.4978518326744
345,-688.1160162134981
346,-749.4322306233386
347,-607.8699846862033
348,-670.7394493707677
349,-623.5404330346774
350,-881.0782505930498
351,-627.4196749694217
352,-655.0949613120634
353,-597.4162428994313
354,-573.0611200912703
355,-578.6599188410079
356,-686.8125927618596
357,-602.2695281383893
358,-725.8387954556042
359,-661.452485856399
360,-632.861434519259
361,-583.2427774113473
362,-778.4620876697555
363,-612.807496272137
364,-650.7450128494787
365,-697.3656356386387
366,-721.7379985877042
367,-700.8780763169564
368,-568.4342142919825
369,-688.4844010932628
370,-612.4961590260299
371,-761.7467476139213
372,-701.262631597286
373,-598.5948917436019
374,-705.2761548422112
375,-801.5157016720278
376,-601.7743191911395
377,-892.9508224267992
378,-628.8370467725321
379,-771.2831333037258
380,-693.3736052495174
381,-671.789448952767
382,-588.3616722717368
383,-618.2659987837955
384,-682.5162901990408
385,-620.077473030649
386,-699.2236144951182
387,-768.4503111382426
388,-647.8822225849752
389,-510.7653098371867
390,-676.1327123545194
391,-646.4993912155123
392,-717.94159118339
393,-554.8828187694332
394,-682.5097904440618
395,-685.9905714315232
396,-641.7869649260401
397,-632.1574675353265
398,-648.0355046903173
399,-621.564303223806
400,-654.7940358777486
401,-634.6932960064132
402,-730.5295381378648
403,-694.8374411461103
404,-660.1834284222041
405,-640.7089839651719
406,-660.4784734531538
407,-661.3516214926152
408,-738.2074127052257
409,-657.1182048835407
410,-619.2719492085209
411,-745.117432432465
412,-789.2574998412559
413,-715.7620368819604
414,-670.3489773291958
415,-787.2748398763093
416,-909.8706324087885
417,-675.4504380370561
418,-741.2222402382853
419,-646.4080734242091
420,-675.8863707618275
421,-585.2926655188213
422,-654.3435556937753
423,-639.9811269195028
424,-619.8009139633006
425,-559.6744057983581
426,-701.7134840837127
427,-598.5108685662577
428,-713.3327837789578
429,-795.4885503769116
430,-670.155411825507
431,-691.1414420774801
432,-698.435157011644
433,-652.4218219831431
434,-783.1887293493353
435,-724.3826410326953
436,-791.7246868607058
437,-658.3011182687369
438,-597.2125023451866
439,-842.6565812614286
440,-684.1520332443155
441,-762.5144121246102
442,-659.6270932292558
443,-615.6804171800961
444,-534.2392977186751
445,-655.1869422418549
446,-628.0108623903972
447,-746.0493291829686
448,-694.2858616863731
449,-724.479789945964
450,-715.6995348033258
451,-683.2808566316419
452,-595.3651794268674
453,-783.7891149906351
454,-631.0854885724184
455,-786.4147677523747
456,-670.1322155733201
457,-635.6410053298154
458,-624.6403577523262
459,-776.4675076334347
460,-656.1393405719757
461,-696.2210014530815
462,-704.0240388552737
463,-727.8767031563816
464,-934.508198067959
465,-762.6495044644632
466,-710.3797700366365
467,-542.5716837207741
468,-716.0364810960984
469,-640.0500530414603
470,-681.6522890763326
471,-600.9915573348017
472,-708.0910075883776
473,-810.2575997842004
474,-672.1509069333043
475,-740.8185687351119
476,-666.5158199053816
477,-573.9280905422095
478,-753.3664913808299
479,-728.3936314740358
480,-746.2597997309633
481,-707.2198919105956
482,-793.3089913812403
483,-697.4505865793411
484,-740.4245257960423
485,-676.1837456363079
486,-705.1728967248089
487,-577.0806170460983
488,-554.3951115423674
489,-628.8444430188601
490,-713.8283601267191
491,-732.8586605840948
492,-684.1844597131729
493,-546.9291594145138
494,-682.8264562497377
495,-649.2239384296754
496,-672.6831573332378
497,-638.3098712940638
498,-890.531494568418
499,-758.6531377130891
500,-867.566493833415
501,-672.3844830025242
502,-639.7233488210684
503,-754.471419398632
504,-812.393879942616
505,-633.3493320424109
506,-935.5827433274927
507,-634.9310376299494
508,-626.7944690351493
509,-707.4160122619344
510,-697.2249979253269
511,-640.0356725126386
512,-773.3675224490636
513,-680.9505704766186
514,-685.8773002795433
515,-709.7813284669942
516,-689.4232464401505
517,-644.5855102550903
518,-849.5234878051701
519,-680.1323934521239
520,-630.1823175125206
521,-652.3773630594875
522,-777.8635200065423
523,-644.3133786736616
524,-689.9179556836135
525,-826.2781398272069
526,-709.1826258311148
527,-624.1710593751769
528,-631.1268688551395
529,-687.2950747706891
530,-681.9031167743784
531,-612.7977564935441
532,-756.8553429255729
533,-632.4314766289277
534,-567.4765916536948
535,-662.2514740537365
536,-617.6582372088094
537,-648.0386848329392
538,-649.6752472900852
539,-687.1533176377769
540,-577.2832668526182
541,-747.6921765934007
542,-607.9562696144422
543,-581.9373835452736
544,-701.2285431058637
545,-688.3773903549542
546,-738.8570828381193
547,-644.0435466060044
548,-815.8318729989938
549,-656.7595361073404
550,-860.872637719704
551,-782.5263197190567
552,-757.3373562682102
553,-745.9903916253444
554,-585.852467082739
555,-677.1570207894557
556,-719.3868370462943
557,-645.551488213988
558,-686.4596344724092
559,-653.2950269702062
560,-766.7063987191465
561,-663.7143026719356
562,-691.4918400605587
563,-639.2338395847702
564,-804.2779056826987
565,-574.346384910776
566,-631.5851210253145
567,-681.0038726625235
568,-743.0723778731552
569,-675.7836553679938
570,-609.695813241737
571,-732.8920355876514
572,-704.7892016956596
573,-649.0500098444222
574,-643.2298885433214
575,-514.6821471591625
576,-645.5929226884278
577,-618.0030010106811
578,-746.2053514691178
579,-673.0285783043629
580,-617.5938701426218
581,-569.9630815041952
582,-677.2476277718306
583,-747.4431376484532
584,-651.4503676904785
585,-582.8815579021002
586,-730.7165889869009
587,-670.7558449721579
588,-886.6427700016187
589,-610.4989884594497
590,-774.3218861353462
591,-704.56485733535
592,-737.489959177261
593,-571.2261265606369
594,-742.0664919061372
595,-699.5040450860491
596,-642.6583857530804
597,-518.6931316990575
598,-642.2698579845619
599,-621.3497574539824
600,-576.09290829142
601,-738.7687340196352
602,-676.0630272948515
603,-702.1405682338517
604,-707.7643311413709
605,-688.2738775219298
606,-618.0787579386222
607,-608.8337227268975
608,-709.272667276226
609,-804.6435760729682
610,-670.5543703632752
611,-902.5702436594968
612,-629.2805011787756
613,-622.2907673515335
614,-622.2230607388548
615,-658.7548480436291
616,-707.4186438065733
617,-732.1035488548357
618,-588.9728998629158
619,-835.39249258227
620,-746.1686936557383
621,-740.021962457822
622,-694.3038070402719
623,-620.2042235345151
624,-635.3964443847887
625,-649.2585339036755
626,-758.6614659437406
627,-678.5769695540209
628,-603.3871669035874
629,-744.2237826460537
630,-734.2299946094905
631,-755.6756850213643
632,-567.6072536615388
633,-586.2815022269955
634,-623.51503683933
635,-706.0199009626131
636,-601.3924425107011
637,-597.853113077265
638,-638.8016893021339
639,-706.0203926160457
640,-641.478080507977
641,-727.5742752518274
642,-739.3584406633748
643,-627.93799990621
644,-626.7170220713244
645,-653.4752525325979
646,-646.7301003227306
647,-638.530098973633
648,-605.8659210185273
649,-619.9604252207267
650,-791.4104226888065
651,-707.1762003430805
652,-632.6282596377172
653,-751.5474408550103
654,-678.1557059340583
655,-701.5580981530715
656,-729.0265264067606
657,-619.7728412051318
658,-720.7647705573804
659,-721.2768115150315
660,-781.0247148954031
661,-697.8985285471448
662,-638.0278194083921
663,-810.273942962861
664,-810.295156078271
665,-720.16260709396
666,-672.4498403878356
667,-766.8689308258373
668,-550.8754212063155
669,-726.4616201728728
670,-691.5433128601817
671,-639.6145713856449
672,-636.643166813616
673,-780.0126091595115
674,-660.4846481204204
675,-622.4712745886642
676,-781.102914579252
677,-584.4383697156189
678,-755.8330527901056
679,-649.4482925039988
680,-853.1234610810824
681,-779.399229016611
682,-613.2261177545361
683,-735.2719975892542
684,-729.695452121773
685,-603.1193778492923
686,-647.9817253351146
687,-677.5355216213089
688,-724.0212986679519
689,-814.4375027264103
690,-657.1242199874124
691,-632.2695009132759
692,-622.5841349774885
693,-769.8112761651339
694,-673.8467377636059
695,-662.5612231586666
696,-679.0930896040741
697,-688.7259736728547
698,-724.3920414753763
699,-534.8432443447103
700,-591.2546057984703
701,-617.9116809322346
702,-633.3449040110469
703,-615.2929280013569
704,-728.3252311207189
705,-644.1334080866396
706,-746.0487666485683
707,-675.3520685676147
708,-723.2540424414614
709,-664.7672256791582
710,-647.2401729532389
711,-713.0871465629803
712,-513.4606064977161
713,-665.0527508461964
714,-611.2935829731947
715,-686.8204516746846
716,-628.357809282234
717,-793.1436219603236
718,-835.3376132780883
719,-785.1801326576206
720,-669.5295292714736
721,-623.98669190659
722,-649.466169160919
723,-541.9613131352037
724,-742.8614567522644
725,-817.1180026938438
726,-621.5111007712891
727,-619.9988120432039
728,-653.3191770864815
729,-570.203957535452
730,-616.8114410395879
731,-513.8684249918186
732,-740.5757237491805
733,-700.9035783230021
734,-679.1860809975623
735,-756.4247654778364
736,-584.981503752398
737,-570.2443886755691
738,-925.6426431444363
739,-758.3867073711815
740,-866.4258840940402
741,-612.1131660977065
742,-753.0274814996518
743,-646.3753852396612
744,-681.7371719423528
745,-620.1730602170693
746,-788.2189150613115
747,-607.762809937394
748,-641.9136630698248
749,-660.7789414192314
750,-667.8556479496787
751,-883.6653837366282
752,-643.1812621982222
753,-674.4787818399951
754,-644.3416817583059
755,-708.639692952584
756,-648.2497582556163
757,-650.2032077527476
758,-645.9810843654618
759,-786.6978160308449
760,-739.4878601090086
761,-717.2880630240885
762,-665.7440787651154
763,-583.5316240387622
764,-782.3823410923006
765,-687.4873607091332
766,-610.4149967501368
767,-595.4691508803556
768,-647.791381028016
769,-589.84821265936
770,-695.7144258041395
771,-707.4015121082379
772,-629.7074838580363
773,-823.0333439483295
774,-810.7035449831432
775,-674.1147247616383
776,-734.1972767084937
777,-703.5602415293441
778,-694.9051639084396
779,-798.9191137964968
780,-751.502767918934
781,-588.03710004588
782,-688.357207742294
783,-695.3729282532888
784,-668.889901468055
785,-657.894688097237
786,-630.2919673576679
787,-742.3164353798761
788,-667.3660858171479
789,-722.4159646671532
790,-751.3424630588185
791,-857.0899742738624
792,-620.7256328051992
793,-701.8288313936267
794,-604.1575908976337
795,-686.1035704439821
796,-772.8634645031611
797,-771.4676514691399
798,-575.3532677975213
799,-686.5046020267544
800,-745.9325145816066
801,-852.4447624722708
802,-674.0461338450921
803,-681.7918726522327
804,-731.9835044200059
805,-610.1517413570247
806,-667.5259708357041
807,-630.4437989043138
808,-731.0311743190076
809,-655.6191828034816
810,-650.0164248876703
811,-742.4867041907377
812,-610.344925375059
813,-693.0590568471735
814,-715.7030791989765
815,-829.7171444327554
816,-854.477704864342
817,-730.8343035993119
818,-592.2357037293436
819,-599.3400014783516
820,-679.0779071710258
821,-574.6131030058768
822,-614.0498341710504
823,-510.34413109619135
824,-659.1099407685379
825,-698.5194317997662
826,-607.0260313075922
827,-573.3921158672579
828,-809.0003192152998
829,-689.9437437137999
830,-568.1382004379005
831,-626.2908232970339
832,-703.0249701442217
833,-613.2629526184149
834,-1000.2869709832463
835,-760.4458611697798
836,-853.2015005215057
837,-568.8646458319771
838,-582.2790956317233
839,-640.6229223792885
840,-732.0832986289294
841,-590.5344602869544
842,-816.4359172708904
843,-844.4562021138044
844,-643.1168614674101
845,-584.4056027067268
846,-856.9868190770852
847,-664.9093963277537
848,-604.9272646589638
849,-562.2400675876988
850,-657.8250141775094
851,-900.5421211410858
852,-664.0379037061465
853,-715.3499159862021
854,-644.5569947008062
855,-760.0405171072154
856,-645.1606975546797
857,-708.069056338291
858,-714.9790899748018
859,-592.8536491316127
860,-645.4806229653909
861,-777.5102210098842
862,-681.0918014964462
863,-625.4961731947858
864,-699.7165544451287
865,-668.4852696969599
866,-731.9671486579599
867,-719.7704615177571
868,-621.9721262448168
869,-640.0616348476354
870,-673.8175167980735
871,-697.9647508838336
872,-695.3535709705208
873,-785.230332043661
874,-625.7840674901768
875,-581.2677177337714
876,-674.2140523150055
877,-631.1917836276484
878,-735.3216978407644
879,-777.9317252802091
880,-659.9503119021058
881,-594.9673347411536
882,-704.2014029344173
883,-728.8495371347104
884,-757.5673797462019
885,-765.3910425258105
886,-666.4268220860542
887,-816.2664501806692
888,-689.7613877292465
889,-654.373323937955
890,-526.9176125280555
891,-703.8510664739429
892,-687.2717462473768
893,-621.2425149737691
894,-682.3823125358539
895,-671.1941637382802
896,-714.2330252201305
897,-684.5618783770352
898,-697.2092416265543
899,-605.5004818017715
900,-653.3092095708587
901,-706.2679854128995
902,-725.0481369217249
903,-799.5433089471472
904,-688.9895754276704
905,-516.1443720613579
906,-817.4140088023921
907,-800.0311646441327
908,-716.698585273031
909,-884.5004737493248
910,-826.0568363137976
911,-693.3746955485715
912,-629.9547725106057
913,-712.217298650456
914,-697.8283058268927
915,-664.9525568786163
916,-662.2851907484674
917,-781.689890329213
918,-566.821027022927
919,-637.9535788307952
920,-709.6621161928753
921,-550.1309414789466
922,-661.3730333120374
923,-538.5499377447368
924,-649.8809479711206
925,-525.7258082100567
926,-670.1215776352948
927,-653.690569232415
928,-678.6154929111698
929,-606.937261592256
930,-730.757769725157
931,-598.9539192194869
932,-586.0266731775295
933,-630.8861708540794
934,-567.5698432546674
935,-706.3753788981586
936,-597.4299484494817
937,-639.3935096708431
938,-742.7543795189364
939,-595.252595064579
940,-715.2274178845339
941,-729.2007451598596
942,-622.6172603434078
943,-575.8339478241243
944,-640.2713979245799
945,-582.4047294437
946,-511.7574134562294
947,-731.2164471984108
948,-599.5869444171867
949,-725.9593443454706
950,-621.6373830065322
951,-557.3116608752807
952,-615.1445202363011
953,-603.6089164989592
954,-822.7942497283893
955,-719.6859770327253
956,-707.6917437330044
957,-678.6155913920749
958,-716.4369002694966
959,-645.0583081286188
960,-832.9566289633251
961,-731.3274373018678
962,-610.9025050338334
963,-678.5863736397766
964,-735.8072861520343
965,-889.3178545857347
966,-717.5115254503368
967,-652.463509900373
968,-664.7598649079436
969,-754.3786330828095
970,-914.0559715302923
971,-648.3386626585983
972,-666.0817655373041
973,-709.0651663928159
974,-715.1036151377147
975,-630.7335177184616
976,-567.8538856239378
977,-584.3299991647195
978,-814.2671097214967
979,-679.6684979382102
980,-651.4526224622678
981,-683.5457875532454
982,-629.5060451318988
983,-671.388580271833
984,-654.0301817230165
985,-662.5459638542197
986,-565.094476154668
987,-652.4164739400824
988,-674.9171860491258
989,-689.8345286163955
990,-725.550768986347
991,-622.3291459262183
992,-723.7993927176854
993,-570.5588184637397
994,-707.6426723700182
995,-886.7202950489899
996,-729.4668934528515
997,-609.1891156730741
998,-703.1508390305156
999,-738.8924389776718
1000,-701.7286720565695
1001,-736.7525114333791
1002,-700.829969463359
1003,-684.5183021225745
1004,-594.8228668180366
1005,-613.2700616004709
1006,-667.8423076193492
1007,-733.1494215797406
1008,-834.4771210377587
1009,-788.3684776829313
1010,-491.99032193414195
1011,-661.483453490085
1012,-695.8804396453695
1013,-754.6602990512342
1014,-645.0249841024798
1015,-590.8688671538567
1016,-827.2245542508257
1017,-624.652079729774
1018,-754.3669321001903
1019,-724.0075046453204
1020,-760.6949063532952
1021,-751.8242962907656
1022,-856.8928904126057
1023,-687.3344031650034
1024,-895.9710929708875
1025,-689.4922728410656
1026,-637.503622607495
1027,-739.3815623245847
1028,-658.787105057041
1029,-592.7635364114333
1030,-774.1956369501283
1031,-603.4979597118079
1032,-609.0056010159931
1033,-749.4381053639426
1034,-700.7198972957759
1035,-628.8116274896248
1036,-645.4280259730683
1037,-749.5816119438957
1038,-795.529379301155
1039,-824.0866166980193
1040,-733.8663456583072
1041,-735.6934322628671
1042,-820.1586550302865
1043,-919.7715280758048
1044,-663.9259861228232
1045,-547.7428080920884
1046,-731.7952956791956
1047,-784.4474916448455
1048,-559.9790200637099
1049,-676.2909011220162
1050,-608.853242809229
1051,-742.1650527072799
1052,-611.8911204596168
1053,-670.7910515488185
1054,-719.2885065466102
1055,-699.6525847874543
1056,-617.545324822645
1057,-606.5631937089735
1058,-706.1454500925572
1059,-664.9328574601467
1060,-690.9064250868686
1061,-759.4209063663819
1062,-626.8443634331168
1063,-704.0183466687433
1064,-832.7015821507614
1065,-713.0235142621884
1066,-675.3474244647199
1067,-614.1859883339188
1068,-646.1246651997564
1069,-789.2696372524347
1070,-730.7465459633216
1071,-716.642262821667
1072,-626.7197402338315
1073,-792.5069527264526
1074,-657.4085332312643
1075,-621.0347555364264
1076,-715.8544112900867
1077,-731.2824568748232
1078,-643.2000104784987
1079,-711.898315250377
1080,-597.3891648772642
1081,-647.0022307527753
1082,-755.1137275209004
1083,-734.8706286716805
1084,-644.5228750009957
1085,-600.0929931549119
1086,-630.0488014465144
1087,-720.2340083949111
1088,-608.3752951027808
1089,-595.5927549354766
1090,-666.9366528947302
1091,-617.8640143363547
1092,-844.3029435082694
1093,-773.2269550296074
1094,-544.4025744128439
1095,-782.4548096731556
1096,-614.1063116859876
1097,-603.019602775652
1098,-630.9193544559199
1099,-644.1774481050562
1100,-508.41753235799854
1101,-912.0503510193702
1102,-673.5357034276528
1103,-803.8176073284578
1104,-650.6175312450157
1105,-669.3439491822974
1106,-524.0071666183867
1107,-733.6911572163033
1108,-696.3244385354982
1109,-647.2828683579141
1110,-870.8816504515871
1111,-686.0442774586693
1112,-871.576388106172
1113,-608.2030897037769
1114,-676.9953337193505
1115,-593.4705338280733
1116,-853.6149856697998
1117,-758.0382792442316
1118,-868.6175203543589
1119,-630.5107637500761
1120,-571.367905391319
1121,-546.87131183864
1122,-903.5421232287164
1123,-673.8485686010498
1124,-650.1098166569473
1125,-579.2706177821966
1126,-589.0475525995762
1127,-542.8215104931102
1128,-767.4488701499689
1129,-675.5571768571687
1130,-661.6295355849627
1131,-714.4019136781251
1132,-783.7106130325155
1133,-602.7703112676356
1134,-669.304860774918
1135,-622.5851573065867
1136,-782.4510007635951
1137,-611.061305154673
1138,-674.0513477401784
1139,-601.5567271760531
1140,-639.2957210958456
1141,-648.3591137463007
1142,-762.1039228604066
1143,-749.9227997925562
1144,-672.8200538166134
1145,-694.2262995795995
1146,-607.2834578090863
1147,-662.8114935900285
1148,-708.0899700910264
1149,-514.2125400987643
1150,-639.9839357349971
1151,-850.7505248093645
1152,-650.9321124023894
1153,-588.4459840507619
1154,-819.9629452210037
1155,-576.3879175842177
1156,-734.8546773244478
1157,-588.1358460955827
1158,-649.4453462200391
1159,-627.7900753528298
1160,-881.0140155825156
1161,-654.7933070799855
1162,-680.966736387577
1163,-808.8242003095002
1164,-774.7008136535616
1165,-775.8494641918218
1166,-602.4245985727891
1167,-870.6912292058068
1168,-559.0133227790193
1169,-767.958003924226
1170,-622.1658539958054
1171,-608.2782749981176
1172,-699.4288323972336
1173,-627.6461401992386
1174,-699.9830992129368
1175,-666.482813317707
1176,-658.4887172577343
1177,-700.6563372467966
1178,-738.2808478365306
1179,-750.0626610456382
1180,-726.2467627631431
1181,-668.9950407005417
1182,-671.0160116272352
1183,-749.0643328825703
1184,-612.2052633922025
1185,-615.2949608710323
1186,-815.307113027833
1187,-694.713227841694
1188,-671.6840804660486
1189,-742.7915514466163
1190,-822.4272153248697
1191,-593.325739632706
1192,-679.7771384165403
1193,-663.7526700746733
1194,-704.2820390626568
1195,-788.4853956087109
1196,-677.934253139664
1197,-670.9287815988131
1198,-744.636436094812
1199,-655.1055824706069
1200,-690.6461540944093
1201,-536.209781466609
1202,-611.5324460716729
1203,-746.8666723309278
1204,-789.3173609241405
1205,-654.3028196935428
1206,-577.6253132505478
1207,-755.2689044891606
1208,-645.8372482233705
1209,-856.0722892444535
1210,-520.6908486278852
1211,-617.2233521821621
1212,-640.8236638522176
1213,-587.152326506224
1214,-729.5910235742042
1215,-640.796005972866
1216,-650.9398209357571
1217,-760.5902933744569
1218,-856.2127610816354
1219,-639.7519896234503
1220,-770.2835180945241
1221,-816.8772428032751
1222,-655.3843038191395
1223,-650.8083729855986
1224,-705.2585657258315
1225,-502.5406945045097
1226,-772.9327060311938
1227,-531.1184831122906
1228,-864.9584607611645
1229,-647.7007613162999
1230,-733.9606657054411
1231,-776.684486595314
1232,-546.2085839086996
1233,-689.7574629054237
1234,-603.9002783458268
1235,-696.099922254635
1236,-637.709561063253
1237,-761.444820018073
1238,-669.2799848162392
1239,-615.0819706191364
1240,-703.139510347743
1241,-644.8463115183575
1242,-743.4294056541792
1243,-811.2058557640546
1244,-610.0943712270401
1245,-602.5918827494452
1246,-698.6540078671349
1247,-648.1906659797075
1248,-610.4916204118176
1249,-656.1035662469346
1250,-683.1734791149744
1251,-793.3809418274905
1252,-668.1637047165997
1253,-632.0198359799972
1254,-580.9324022513945
1255,-667.3984763252496
1256,-766.1459359772141
1257,-772.2122029224496
1258,-673.0424098222073
1259,-755.3850516700916
